 Timecode, m      
05/11/2023 16:11:00,5259837
05/11/2023 16:11:00,5333720
05/11/2023 16:11:00,5390631
05/11/2023 16:11:00,5347567
05/11/2023 16:11:00,5329104
05/11/2023 16:11:00,5356797
05/11/2023 16:11:00,5392169
05/11/2023 16:11:00,5404469
05/11/2023 16:11:00,5362949
05/11/2023 16:11:00,5350644
05/11/2023 16:11:00,5398319
05/11/2023 16:11:00,5361411
05/11/2023 16:11:00,5333720
05/11/2023 16:11:00,5367564
05/11/2023 16:11:00,5419842
05/11/2023 16:11:00,5376791
05/11/2023 16:11:00,5326027
05/11/2023 16:11:00,5304482
05/11/2023 16:11:00,5335259
05/11/2023 16:11:00,5336798
05/11/2023 16:11:00,5344490
05/11/2023 16:11:00,5367564
05/11/2023 16:11:00,5347567
05/11/2023 16:11:00,5352182
05/11/2023 16:11:00,5310638
05/11/2023 16:11:00,5292168
05/11/2023 16:11:00,5373716
05/11/2023 16:11:00,5395244
05/11/2023 16:11:00,5287550
05/11/2023 16:11:00,5272155
05/11/2023 16:11:00,5321411
05/11/2023 16:11:00,5309099
05/11/2023 16:11:00,5275234
05/11/2023 16:11:00,5319872
05/11/2023 16:11:00,5347567
05/11/2023 16:11:00,5322950
05/11/2023 16:12:00,5292168
05/11/2023 16:12:00,5296786
05/11/2023 16:12:00,5379867
05/11/2023 16:12:00,5482846
05/11/2023 16:12:00,5412156
05/11/2023 16:12:00,5230574
05/11/2023 16:12:00,5165852
05/11/2023 16:12:00,5245977
05/11/2023 16:12:00,5315255
05/11/2023 16:12:00,5316794
05/11/2023 16:12:00,5386018
05/11/2023 16:12:00,5425991
05/11/2023 16:12:00,5339875
05/11/2023 16:12:00,5258297
05/11/2023 16:12:00,5261377
05/11/2023 16:12:00,5399857
05/11/2023 16:12:00,5475165
05/11/2023 16:12:00,5427528
05/11/2023 16:12:00,5378329
05/11/2023 16:12:00,5292168
05/11/2023 16:12:00,5222871
05/11/2023 16:12:00,5313716
05/11/2023 16:12:00,5396782
05/11/2023 16:12:00,5478237
05/11/2023 16:12:00,5450581
05/11/2023 16:12:00,5327566
05/11/2023 16:12:00,5188973
05/11/2023 16:12:00,5245977
05/11/2023 16:12:00,5442897
05/11/2023 16:12:00,5539668
05/11/2023 16:12:00,5508958
05/11/2023 16:12:00,5309099
05/11/2023 16:12:00,5168935
05/11/2023 16:12:00,5212087
05/11/2023 16:12:00,5324488
05/11/2023 16:12:00,5409081
05/11/2023 16:12:00,5449044
05/11/2023 16:12:00,5399857
05/11/2023 16:12:00,5366026
05/11/2023 16:12:00,5301404
05/11/2023 16:12:00,5216709
05/11/2023 16:12:00,5207465
05/11/2023 16:12:00,5301404
05/11/2023 16:12:00,5373716
05/11/2023 16:12:00,5422917
05/11/2023 16:12:00,5459801
05/11/2023 16:12:00,5342952
05/11/2023 16:12:00,5204383
05/11/2023 16:12:00,5256757
05/11/2023 16:12:00,5378329
05/11/2023 16:12:00,5430602
05/11/2023 16:12:00,5382943
05/11/2023 16:12:00,5346028
05/11/2023 16:12:00,5409081
05/11/2023 16:12:00,5372178
05/11/2023 16:12:00,5270615
05/11/2023 16:12:00,5278313
05/11/2023 16:12:00,5356797
05/11/2023 16:12:00,5427528
05/11/2023 16:12:00,5467483
05/11/2023 16:13:00,5455191
05/11/2023 16:13:00,5413693
05/11/2023 16:13:00,5335259
05/11/2023 16:13:00,5318333
05/11/2023 16:13:00,5355258
05/11/2023 16:13:00,5359873
05/11/2023 16:13:00,5359873
05/11/2023 16:13:00,5366026
05/11/2023 16:13:00,5346028
05/11/2023 16:13:00,5330643
05/11/2023 16:13:00,5322950
05/11/2023 16:13:00,5307560
05/11/2023 16:13:00,5349105
05/11/2023 16:13:00,5387556
05/11/2023 16:13:00,5361411
05/11/2023 16:13:00,5279853
05/11/2023 16:13:00,5224412
05/11/2023 16:13:00,5232114
05/11/2023 16:13:00,5290629
05/11/2023 16:13:00,5418305
05/11/2023 16:13:00,5432139
05/11/2023 16:13:00,5356797
05/11/2023 16:13:00,5275234
05/11/2023 16:13:00,5222871
05/11/2023 16:13:00,5329104
05/11/2023 16:13:00,5402932
05/11/2023 16:13:00,5395244
05/11/2023 16:13:00,5404469
05/11/2023 16:13:00,5353720
05/11/2023 16:13:00,5327566
05/11/2023 16:13:00,5336798
05/11/2023 16:13:00,5329104
05/11/2023 16:13:00,5349105
05/11/2023 16:13:00,5358335
05/11/2023 16:13:00,5378329
05/11/2023 16:13:00,5355258
05/11/2023 16:13:00,5335259
05/11/2023 16:13:00,5402932
05/11/2023 16:13:00,5424454
05/11/2023 16:13:00,5322950
05/11/2023 16:13:00,5205924
05/11/2023 16:13:00,5259837
05/11/2023 16:13:00,5370640
05/11/2023 16:13:00,5422917
05/11/2023 16:13:00,5485918
05/11/2023 16:13:00,5442897
05/11/2023 16:13:00,5318333
05/11/2023 16:13:00,5221331
05/11/2023 16:13:00,5222871
05/11/2023 16:13:00,5324488
05/11/2023 16:13:00,5439824
05/11/2023 16:13:00,5462874
05/11/2023 16:13:00,5364487
05/11/2023 16:13:00,5319872
05/11/2023 16:13:00,5332182
05/11/2023 16:13:00,5306021
05/11/2023 16:13:00,5264456
05/11/2023 16:13:00,5259837
05/11/2023 16:13:00,5298325
05/11/2023 16:13:00,5413693
05/11/2023 16:14:00,5453654
05/11/2023 16:14:00,5389094
05/11/2023 16:14:00,5276774
05/11/2023 16:14:00,5261377
05/11/2023 16:14:00,5259837
05/11/2023 16:14:00,5182808
05/11/2023 16:14:00,5215168
05/11/2023 16:14:00,5350644
05/11/2023 16:14:00,5427528
05/11/2023 16:14:00,5390631
05/11/2023 16:14:00,5389094
05/11/2023 16:14:00,5389094
05/11/2023 16:14:00,5256757
05/11/2023 16:14:00,5273695
05/11/2023 16:14:00,5326027
05/11/2023 16:14:00,5324488
05/11/2023 16:14:00,5442897
05/11/2023 16:14:00,5535062
05/11/2023 16:14:00,5372178
05/11/2023 16:14:00,5212087
05/11/2023 16:14:00,5201301
05/11/2023 16:14:00,5267536
05/11/2023 16:14:00,5327566
05/11/2023 16:14:00,5390631
05/11/2023 16:14:00,5450581
05/11/2023 16:14:00,5421379
05/11/2023 16:14:00,5361411
05/11/2023 16:14:00,5335259
05/11/2023 16:14:00,5230574
05/11/2023 16:14:00,5181267
05/11/2023 16:14:00,5353720
05/11/2023 16:14:00,5544274
05/11/2023 16:14:00,5516636
05/11/2023 16:14:00,5344490
05/11/2023 16:14:00,5256757
05/11/2023 16:14:00,5242896
05/11/2023 16:14:00,5222871
05/11/2023 16:14:00,5336798
05/11/2023 16:14:00,5464410
05/11/2023 16:14:00,5484382
05/11/2023 16:14:00,5415231
05/11/2023 16:14:00,5330643
05/11/2023 16:14:00,5253677
05/11/2023 16:14:00,5176643
05/11/2023 16:14:00,5195137
05/11/2023 16:14:00,5273695
05/11/2023 16:14:00,5430602
05/11/2023 16:14:00,5541204
05/11/2023 16:14:00,5501278
05/11/2023 16:14:00,5387556
05/11/2023 16:14:00,5229033
05/11/2023 16:14:00,5139641
05/11/2023 16:14:00,5215168
05/11/2023 16:14:00,5359873
05/11/2023 16:14:00,5439824
05/11/2023 16:14:00,5467483
05/11/2023 16:14:00,5387556
05/11/2023 16:14:00,5267536
05/11/2023 16:14:00,5258297
05/11/2023 16:14:00,5293708
05/11/2023 16:15:00,5342952
05/11/2023 16:15:00,5353720
05/11/2023 16:15:00,5342952
05/11/2023 16:15:00,5378329
05/11/2023 16:15:00,5413693
05/11/2023 16:15:00,5376791
05/11/2023 16:15:00,5296786
05/11/2023 16:15:00,5245977
05/11/2023 16:15:00,5339875
05/11/2023 16:15:00,5379867
05/11/2023 16:15:00,5378329
05/11/2023 16:15:00,5399857
05/11/2023 16:15:00,5392169
05/11/2023 16:15:00,5389094
05/11/2023 16:15:00,5316794
05/11/2023 16:15:00,5278313
05/11/2023 16:15:00,5369102
05/11/2023 16:15:00,5356797
05/11/2023 16:15:00,5327566
05/11/2023 16:15:00,5389094
05/11/2023 16:15:00,5421379
05/11/2023 16:15:00,5379867
05/11/2023 16:15:00,5355258
05/11/2023 16:15:00,5353720
05/11/2023 16:15:00,5338336
05/11/2023 16:15:00,5306021
05/11/2023 16:15:00,5293708
05/11/2023 16:15:00,5309099
05/11/2023 16:15:00,5416768
05/11/2023 16:15:00,5464410
05/11/2023 16:15:00,5352182
05/11/2023 16:15:00,5235195
05/11/2023 16:15:00,5222871
05/11/2023 16:15:00,5242896
05/11/2023 16:15:00,5279853
05/11/2023 16:15:00,5335259
05/11/2023 16:15:00,5424454
05/11/2023 16:15:00,5498207
05/11/2023 16:15:00,5461337
05/11/2023 16:15:00,5373716
05/11/2023 16:15:00,5372178
05/11/2023 16:15:00,5336798
05/11/2023 16:15:00,5293708
05/11/2023 16:15:00,5330643
05/11/2023 16:15:00,5492063
05/11/2023 16:15:00,5515100
05/11/2023 16:15:00,5356797
05/11/2023 16:15:00,5373716
05/11/2023 16:15:00,5395244
05/11/2023 16:15:00,5319872
05/11/2023 16:15:00,5253677
05/11/2023 16:15:00,5295247
05/11/2023 16:15:00,5347567
05/11/2023 16:15:00,5333720
05/11/2023 16:15:00,5324488
05/11/2023 16:15:00,5393707
05/11/2023 16:15:00,5387556
05/11/2023 16:15:00,5319872
05/11/2023 16:15:00,5319872
05/11/2023 16:15:00,5315255
05/11/2023 16:16:00,5366026
05/11/2023 16:16:00,5410619
05/11/2023 16:16:00,5336798
05/11/2023 16:16:00,5358335
05/11/2023 16:16:00,5418305
05/11/2023 16:16:00,5333720
05/11/2023 16:16:00,5215168
05/11/2023 16:16:00,5204383
05/11/2023 16:16:00,5215168
05/11/2023 16:16:00,5299865
05/11/2023 16:16:00,5399857
05/11/2023 16:16:00,5441360
05/11/2023 16:16:00,5421379
05/11/2023 16:16:00,5292168
05/11/2023 16:16:00,5250597
05/11/2023 16:16:00,5301404
05/11/2023 16:16:00,5313716
05/11/2023 16:16:00,5322950
05/11/2023 16:16:00,5355258
05/11/2023 16:16:00,5398319
05/11/2023 16:16:00,5333720
05/11/2023 16:16:00,5324488
05/11/2023 16:16:00,5364487
05/11/2023 16:16:00,5366026
05/11/2023 16:16:00,5369102
05/11/2023 16:16:00,5356797
05/11/2023 16:16:00,5270615
05/11/2023 16:16:00,5296786
05/11/2023 16:16:00,5330643
05/11/2023 16:16:00,5295247
05/11/2023 16:16:00,5275234
05/11/2023 16:16:00,5292168
05/11/2023 16:16:00,5352182
05/11/2023 16:16:00,5409081
05/11/2023 16:16:00,5424454
05/11/2023 16:16:00,5372178
05/11/2023 16:16:00,5350644
05/11/2023 16:16:00,5346028
05/11/2023 16:16:00,5249057
05/11/2023 16:16:00,5272155
05/11/2023 16:16:00,5379867
05/11/2023 16:16:00,5465947
05/11/2023 16:16:00,5449044
05/11/2023 16:16:00,5409081
05/11/2023 16:16:00,5387556
05/11/2023 16:16:00,5276774
05/11/2023 16:16:00,5173560
05/11/2023 16:16:00,5213628
05/11/2023 16:16:00,5278313
05/11/2023 16:16:00,5381405
05/11/2023 16:16:00,5421379
05/11/2023 16:16:00,5352182
05/11/2023 16:16:00,5286011
05/11/2023 16:16:00,5289090
05/11/2023 16:16:00,5270615
05/11/2023 16:16:00,5307560
05/11/2023 16:16:00,5442897
05/11/2023 16:16:00,5493599
05/11/2023 16:16:00,5419842
05/11/2023 16:16:00,5326027
05/11/2023 16:17:00,5256757
05/11/2023 16:17:00,5227493
05/11/2023 16:17:00,5256757
05/11/2023 16:17:00,5298325
05/11/2023 17:00:00,5352182
05/11/2023 17:00:00,5339875
05/11/2023 17:00:00,5309099
05/11/2023 17:00:00,5358335
05/11/2023 17:00:00,5412156
05/11/2023 17:00:00,5406007
05/11/2023 17:00:00,5372178
05/11/2023 17:00:00,5302943
05/11/2023 17:00:00,5309099
05/11/2023 17:00:00,5349105
05/11/2023 17:00:00,5369102
05/11/2023 17:00:00,5418305
05/11/2023 17:00:00,5478237
05/11/2023 17:00:00,5444434
05/11/2023 17:00:00,5299865
05/11/2023 17:00:00,5244436
05/11/2023 17:00:00,5352182
05/11/2023 17:00:00,5424454
05/11/2023 17:00:00,5384480
05/11/2023 17:00:00,5378329
05/11/2023 17:00:00,5422917
05/11/2023 17:00:00,5375253
05/11/2023 17:00:00,5344490
05/11/2023 17:00:00,5327566
05/11/2023 17:00:00,5332182
05/11/2023 17:00:00,5387556
05/11/2023 17:00:00,5413693
05/11/2023 17:00:00,5384480
05/11/2023 17:00:00,5390631
05/11/2023 17:00:00,5372178
05/11/2023 17:00:00,5315255
05/11/2023 17:00:00,5299865
05/11/2023 17:00:00,5327566
05/11/2023 17:00:00,5344490
05/11/2023 17:00:00,5406007
05/11/2023 17:00:00,5485918
05/11/2023 17:00:00,5464410
05/11/2023 17:00:00,5367564
05/11/2023 17:00:00,5273695
05/11/2023 17:00:00,5273695
05/11/2023 17:00:00,5321411
05/11/2023 17:00:00,5370640
05/11/2023 17:00:00,5441360
05/11/2023 17:00:00,5445971
05/11/2023 17:00:00,5369102
05/11/2023 17:00:00,5282932
05/11/2023 17:00:00,5349105
05/11/2023 17:00:00,5429065
05/11/2023 17:00:00,5419842
05/11/2023 17:00:00,5413693
05/11/2023 17:00:00,5449044
05/11/2023 17:00:00,5455191
05/11/2023 17:00:00,5416768
05/11/2023 17:00:00,5369102
05/11/2023 17:00:00,5347567
05/11/2023 17:00:00,5267536
05/11/2023 17:00:00,5212087
05/11/2023 17:00:00,5364487
05/11/2023 17:00:00,5488991
05/11/2023 17:00:00,5455191
05/11/2023 17:01:00,5361411
05/11/2023 17:01:00,5321411
05/11/2023 17:01:00,5332182
05/11/2023 17:01:00,5339875
05/11/2023 17:01:00,5326027
05/11/2023 17:01:00,5322950
05/11/2023 17:01:00,5341413
05/11/2023 17:01:00,5381405
05/11/2023 17:01:00,5379867
05/11/2023 17:01:00,5335259
05/11/2023 17:01:00,5347567
05/11/2023 17:01:00,5321411
05/11/2023 17:01:00,5372178
05/11/2023 17:01:00,5404469
05/11/2023 17:01:00,5396782
05/11/2023 17:01:00,5413693
05/11/2023 17:01:00,5359873
05/11/2023 17:01:00,5332182
05/11/2023 17:01:00,5349105
05/11/2023 17:01:00,5322950
05/11/2023 17:01:00,5313716
05/11/2023 17:01:00,5362949
05/11/2023 17:01:00,5436750
05/11/2023 17:01:00,5439824
05/11/2023 17:01:00,5301404
05/11/2023 17:01:00,5202842
05/11/2023 17:01:00,5247517
05/11/2023 17:01:00,5275234
05/11/2023 17:01:00,5349105
05/11/2023 17:01:00,5492063
05/11/2023 17:01:00,5628677
05/11/2023 17:01:00,5601062
05/11/2023 17:01:00,5390631
05/11/2023 17:01:00,5222871
05/11/2023 17:01:00,5227493
05/11/2023 17:01:00,5267536
05/11/2023 17:01:00,5299865
05/11/2023 17:01:00,5393707
05/11/2023 17:01:00,5452118
05/11/2023 17:01:00,5458264
05/11/2023 17:01:00,5445971
05/11/2023 17:01:00,5336798
05/11/2023 17:01:00,5284471
05/11/2023 17:01:00,5304482
05/11/2023 17:01:00,5229033
05/11/2023 17:01:00,5235195
05/11/2023 17:01:00,5302943
05/11/2023 17:01:00,5422917
05/11/2023 17:01:00,5547344
05/11/2023 17:01:00,5495135
05/11/2023 17:01:00,5421379
05/11/2023 17:01:00,5352182
05/11/2023 17:01:00,5261377
05/11/2023 17:01:00,5198219
05/11/2023 17:01:00,5238276
05/11/2023 17:01:00,5322950
05/11/2023 17:01:00,5378329
05/11/2023 17:01:00,5421379
05/11/2023 17:01:00,5461337
05/11/2023 17:01:00,5424454
05/11/2023 17:02:00,5322950
05/11/2023 17:02:00,5188973
05/11/2023 17:02:00,5155060
05/11/2023 17:02:00,5233655
05/11/2023 17:02:00,5439824
05/11/2023 17:02:00,5631745
05/11/2023 17:02:00,5567300
05/11/2023 17:02:00,5333720
05/11/2023 17:02:00,5261377
05/11/2023 17:02:00,5272155
05/11/2023 17:02:00,5258297
05/11/2023 17:02:00,5321411
05/11/2023 17:02:00,5438287
05/11/2023 17:02:00,5470556
05/11/2023 17:02:00,5429065
05/11/2023 17:02:00,5402932
05/11/2023 17:02:00,5418305
05/11/2023 17:02:00,5349105
05/11/2023 17:02:00,5287550
05/11/2023 17:02:00,5298325
05/11/2023 17:02:00,5390631
05/11/2023 17:02:00,5458264
05/11/2023 17:02:00,5449044
05/11/2023 17:02:00,5386018
05/11/2023 17:02:00,5364487
05/11/2023 17:02:00,5333720
05/11/2023 17:02:00,5316794
05/11/2023 17:02:00,5315255
05/11/2023 17:02:00,5406007
05/11/2023 17:02:00,5447508
05/11/2023 17:02:00,5350644
05/11/2023 17:02:00,5306021
05/11/2023 17:02:00,5346028
05/11/2023 17:02:00,5289090
05/11/2023 17:02:00,5269076
05/11/2023 17:02:00,5373716
05/11/2023 17:02:00,5438287
05/11/2023 17:02:00,5416768
05/11/2023 17:02:00,5364487
05/11/2023 17:02:00,5259837
05/11/2023 17:02:00,5252137
05/11/2023 17:02:00,5350644
05/11/2023 17:02:00,5332182
05/11/2023 17:02:00,5287550
05/11/2023 17:02:00,5390631
05/11/2023 17:02:00,5469019
05/11/2023 17:02:00,5416768
05/11/2023 17:02:00,5353720
05/11/2023 17:02:00,5338336
05/11/2023 17:02:00,5310638
05/11/2023 17:02:00,5245977
05/11/2023 17:02:00,5282932
05/11/2023 17:02:00,5393707
05/11/2023 17:02:00,5469019
05/11/2023 17:02:00,5419842
05/11/2023 17:02:00,5349105
05/11/2023 17:02:00,5367564
05/11/2023 17:02:00,5369102
05/11/2023 17:02:00,5319872
05/11/2023 17:02:00,5298325
05/11/2023 17:03:00,5373716
05/11/2023 17:03:00,5481310
05/11/2023 17:03:00,5485918
05/11/2023 17:03:00,5375253
05/11/2023 17:03:00,5292168
05/11/2023 17:03:00,5324488
05/11/2023 17:03:00,5384480
05/11/2023 17:03:00,5404469
05/11/2023 17:03:00,5395244
05/11/2023 17:03:00,5352182
05/11/2023 17:03:00,5375253
05/11/2023 17:03:00,5364487
05/11/2023 17:03:00,5346028
05/11/2023 17:03:00,5349105
05/11/2023 17:03:00,5326027
05/11/2023 17:03:00,5332182
05/11/2023 17:03:00,5299865
05/11/2023 17:03:00,5302943
05/11/2023 17:03:00,5376791
05/11/2023 17:03:00,5455191
05/11/2023 17:03:00,5429065
05/11/2023 17:03:00,5315255
05/11/2023 17:03:00,5227493
05/11/2023 17:03:00,5309099
05/11/2023 17:03:00,5479774
05/11/2023 17:03:00,5522779
05/11/2023 17:03:00,5433676
05/11/2023 17:03:00,5396782
05/11/2023 17:03:00,5349105
05/11/2023 17:03:00,5219790
05/11/2023 17:03:00,5159686
05/11/2023 17:03:00,5244436
05/11/2023 17:03:00,5433676
05/11/2023 17:03:00,5555020
05/11/2023 17:03:00,5450581
05/11/2023 17:03:00,5346028
05/11/2023 17:03:00,5319872
05/11/2023 17:03:00,5296786
05/11/2023 17:03:00,5341413
05/11/2023 17:03:00,5333720
05/11/2023 17:03:00,5256757
05/11/2023 17:03:00,5352182
05/11/2023 17:03:00,5492063
05/11/2023 17:03:00,5485918
05/11/2023 17:03:00,5421379
05/11/2023 17:03:00,5449044
05/11/2023 17:03:00,5392169
05/11/2023 17:03:00,5173560
05/11/2023 17:03:00,5167394
05/11/2023 17:03:00,5395244
05/11/2023 17:03:00,5531991
05/11/2023 17:03:00,5492063
05/11/2023 17:03:00,5378329
05/11/2023 17:03:00,5321411
05/11/2023 17:03:00,5282932
05/11/2023 17:03:00,5347567
